Date,Description,Category,Amount
01/09/1902,pimutro,Daycare,$5075.15
09/30/1952,linaci,Daycare,$4415.35
02/25/1904,jalva,Daycare,$4633.50
11/26/2054,gahoan,Daycare,$9762.49
08/23/2020,hesfa,Daycare,$6986.47
06/16/2026,po,Daycare,$7844.25
04/01/1965,udopoves,Daycare,$6815.62
12/13/1988,lezrew,Daycare,$2654.55
03/25/2030,ruk,Daycare,$3739.88
04/09/2000,tav,Daycare,$1891.87
02/09/1926,wowvurmo,Daycare,$3743.74
07/12/2038,fu,Daycare,$4131.41
11/12/1980,wecbarfa,Daycare,$3798.82
02/17/1909,faehifig,Daycare,$2765.89
05/25/1928,owcodut,Daycare,$3586.17
01/29/2015,fophef,Daycare,$838.78
08/16/1998,ruv,Daycare,$5008.66
10/09/1970,puvopzi,Daycare,$9355.52
10/23/2007,tul,Daycare,$6908.96
11/14/1988,eccakni,Daycare,$2347.92
04/26/1939,vo,Daycare,$1052.43
03/06/1958,tepnizud,Daycare,$8153.63
07/07/1986,jarrib,Daycare,$3580.53
08/16/1950,umi,Daycare,$2436.79
09/30/1930,ofi,Daycare,$9833.05
07/25/1988,gemmagu,Daycare,$3281.27
06/27/2070,juriabu,Daycare,$3519.51
04/29/1974,ulel,Daycare,$6716.82
08/04/2038,afwoh,Daycare,$7627.12
11/26/1970,gop,Daycare,$889.14
04/25/1941,ev,Daycare,$1656.35
07/05/2014,jogiter,Daycare,$5798.63
04/15/1982,seebitig,Daycare,$1055.23
11/09/1915,apaef,Daycare,$7823.08
08/22/2014,bob,Daycare,$4425.02
12/03/2065,fa,Daycare,$816.74
01/19/2024,mugcozav,Daycare,$5128.47
08/15/2030,dup,Daycare,$9425.98
04/28/2031,akzemhep,Daycare,$8898.01
10/28/2006,hifide,Daycare,$2063.39
11/16/1941,vu,Daycare,$3044.24
11/23/1972,se,Daycare,$9685.32
11/02/1996,zawfe,Daycare,$7555.23
06/23/1933,aw,Daycare,$3417.05
04/26/1903,wevlafsu,Daycare,$6987.05
12/01/2052,ojcis,Daycare,$7397.75
12/01/2060,koefe,Daycare,$73.99
11/02/1976,fom,Daycare,$5209.88
12/13/2023,bo,Daycare,$6033.67
04/30/1934,dih,Daycare,$9883.81
12/24/1936,wifvow,Daycare,$4843.09
04/19/1953,sozor,Daycare,$7098.34
06/20/2036,dadna,Daycare,$9954.36
01/21/1978,kavitotu,Daycare,$1070.28
11/26/1923,fiveene,Daycare,$5301.54
07/15/1968,seb,Daycare,$2531.86
01/08/1916,elupe,Daycare,$8920.27
04/30/1912,atelenen,Daycare,$4448.87
02/17/2007,lezbetwi,Daycare,$4099.65
09/21/1924,je,Daycare,$2001.25
05/01/1923,bewi,Daycare,$8301.84
06/04/2026,civ,Daycare,$7222.18
07/25/1931,kicufsef,Daycare,$9149.99
02/13/1981,puhaat,Daycare,$8238.57
06/19/2016,meig,Daycare,$5746.59
09/07/1985,junfu,Daycare,$116.05
01/04/2012,becbe,Daycare,$924.10
10/23/1991,japib,Daycare,$421.72
12/20/1962,lohadjat,Daycare,$2428.40
10/29/1964,ad,Daycare,$3097.91
09/28/1962,izlizif,Daycare,$670.94
11/10/1918,zotnibbu,Daycare,$3422.39
10/26/2044,puugusu,Daycare,$5948.44
07/02/1991,pafuzwa,Daycare,$591.94
07/04/2047,hagu,Daycare,$5565.87
05/07/1987,panfip,Daycare,$8813.82
02/16/1939,ze,Daycare,$163.52
07/05/2057,ti,Daycare,$3978.22
01/23/1945,jebwu,Daycare,$2735.70
08/13/1934,vefujucep,Daycare,$9123.23
01/01/1980,gitlis,Daycare,$6020.06
04/27/1995,da,Daycare,$5393.11
09/10/1969,nuwohjow,Daycare,$4614.09
02/09/1946,jas,Daycare,$98.15
01/04/1999,job,Daycare,$4384.94
08/02/1983,uw,Daycare,$6651.58
07/20/1965,reweh,Daycare,$1499.09
04/04/2056,zajovuhuc,Daycare,$1424.77
06/08/2044,ra,Daycare,$2123.00
10/25/1926,la,Daycare,$2780.43
06/27/1928,za,Daycare,$336.52
04/15/1950,goufekob,Daycare,$5625.59
09/06/2035,luvaheh,Daycare,$6204.17
10/28/2012,ejafijec,Daycare,$5059.63
03/28/2062,pekaleba,Daycare,$2954.69
05/03/1969,tizdehe,Daycare,$7161.29
12/31/2049,uvo,Daycare,$5183.65
02/28/1962,idefat,Daycare,$4934.18
11/21/1929,nosahot,Daycare,$4589.78
08/08/1996,lih,Daycare,$5217.14
05/25/2068,la,Daycare,$2627.06
11/11/2050,cios,Daycare,$5950.93
01/27/1981,zoc,Daycare,$8116.19
02/28/2003,ze,Daycare,$3828.92
03/31/2032,idhul,Daycare,$3941.38
12/22/1933,avnidpi,Daycare,$8308.07
04/02/1986,tapul,Daycare,$1834.95
05/23/1934,muz,Daycare,$8954.29
08/12/2014,fo,Daycare,$2830.10
10/06/1999,irofu,Daycare,$2658.90
11/20/1990,hipa,Daycare,$412.65
04/14/1930,woov,Daycare,$5539.25
04/30/1994,tamevcih,Daycare,$6042.30
06/23/1914,oja,Daycare,$3883.98
11/18/1976,acodru,Daycare,$4456.83
02/27/1941,batjosek,Daycare,$3572.46
11/24/1920,veb,Daycare,$7431.84
11/28/2032,gaz,Daycare,$7279.35
08/02/2063,le,Daycare,$5226.32
08/15/2017,oso,Daycare,$797.38
01/18/2049,bogrik,Daycare,$1408.23
01/13/1977,eznub,Daycare,$1222.33
02/14/2025,soljicaf,Daycare,$2528.96
11/16/2048,ijuab,Daycare,$7706.70
11/23/2041,tule,Daycare,$7970.42
06/21/2041,makazufir,Daycare,$5545.95
09/08/1951,ficiw,Daycare,$5445.18
07/16/1947,lu,Daycare,$3425.74
07/20/1910,pewel,Daycare,$3960.85
10/07/1921,lisaz,Daycare,$6702.45
06/19/1992,necuf,Daycare,$9474.73
04/12/2045,nev,Daycare,$6293.81
01/24/2018,girehe,Daycare,$2751.73
01/27/2070,ojnir,Daycare,$241.97
09/16/2032,fi,Daycare,$8260.29
09/04/1956,unpujbu,Daycare,$71.00
01/03/1901,wudfe,Daycare,$6420.65
07/19/2046,efomugom,Daycare,$1719.25
12/01/2064,saricniv,Daycare,$2611.64
09/05/2039,fogotzoj,Daycare,$9430.26
03/19/1957,tophag,Daycare,$1969.32
05/27/1997,ewreeja,Daycare,$802.76
02/08/1981,ozne,Daycare,$6357.31
07/02/1936,ezkuje,Daycare,$5524.93
01/16/1922,cen,Daycare,$7030.57
07/03/1957,ubgafa,Daycare,$6989.31
10/02/1905,wedduzij,Daycare,$7888.11
11/01/2012,sime,Daycare,$8283.47
10/08/2009,usazolude,Daycare,$4616.13
01/18/2031,lesuji,Daycare,$1131.00
04/10/2030,omi,Daycare,$3831.67
06/18/1919,ki,Daycare,$117.21
05/13/2010,je,Daycare,$2907.64
05/09/1978,tutuzgis,Daycare,$3718.29
11/07/1989,jozvi,Daycare,$7279.99
05/13/1906,na,Daycare,$2963.58
03/15/1902,wukun,Daycare,$1819.97
05/29/2000,utsesaf,Daycare,$9246.86
04/21/1987,bamrauju,Daycare,$2258.34
03/23/2039,bosu,Daycare,$6266.74
09/27/1974,tovaw,Daycare,$1159.84
01/26/1938,polwirlat,Daycare,$2662.25
03/28/1982,citisdu,Daycare,$7230.74
06/01/1916,invimki,Daycare,$6788.98
05/02/1977,ozepe,Daycare,$7691.32
04/23/1932,tes,Daycare,$8074.30
07/10/2001,pidjub,Daycare,$6679.75
02/02/1987,me,Daycare,$9866.07
07/31/1959,lopmig,Daycare,$3565.69
08/20/1926,giljudsok,Daycare,$3593.05
07/24/1917,vanun,Daycare,$4589.58
08/05/2001,vid,Daycare,$2418.15
06/18/1945,wo,Daycare,$5476.45
08/25/1914,oddezo,Daycare,$6321.10
07/05/2015,kosan,Daycare,$5911.40
10/25/1933,kuma,Daycare,$4702.90
03/25/1926,fifaju,Daycare,$6699.39
07/26/1934,efo,Daycare,$8336.11
07/27/1928,furkah,Daycare,$676.42
04/02/1994,nejfom,Daycare,$4948.23
11/04/1969,bifrala,Daycare,$8294.73
04/05/1927,filulofa,Daycare,$6661.06
06/28/1985,gabjeh,Daycare,$7175.75
11/30/1975,fekfof,Daycare,$6560.23
12/03/1902,ceh,Daycare,$3606.52
04/05/2043,foapgop,Daycare,$5863.11
06/05/1917,hidboj,Daycare,$2196.12
02/28/1928,olre,Daycare,$3306.95
11/16/1907,rugolaci,Daycare,$9853.79
03/09/2055,zifekuaku,Daycare,$5824.99
02/10/1919,vu,Daycare,$1125.18
02/01/2028,juninoet,Daycare,$6479.95
02/26/2025,ditomba,Daycare,$5242.44
10/14/1955,zaz,Daycare,$5078.90
07/20/2003,reg,Daycare,$6856.68
01/15/1990,kabono,Daycare,$6151.74
12/21/2002,sivacofu,Daycare,$9931.31
04/20/1989,runka,Daycare,$7751.40
05/29/1944,vobikeha,Daycare,$5890.30
09/04/1903,afve,Daycare,$2341.82
12/31/1951,wop,Daycare,$3645.42
12/22/1905,ven,Daycare,$1096.36
09/08/2050,isarirur,Daycare,$471.92
03/22/1947,araiclam,Daycare,$7307.64
08/25/2038,idwetvuj,Daycare,$2098.89
05/25/1958,dihpec,Daycare,$9367.65
08/13/1912,lawce,Daycare,$6826.50
05/05/2032,bogwomve,Daycare,$1144.86
09/21/2045,le,Daycare,$9156.14
10/23/1913,ozaber,Daycare,$7253.26
01/25/2049,cafnil,Daycare,$4271.81
11/28/2060,ohfaza,Daycare,$7484.45
04/21/1913,zakis,Daycare,$5546.17
04/14/2007,uh,Daycare,$1914.39
11/15/2064,imo,Daycare,$847.36
02/12/2060,vuwcak,Daycare,$144.45
07/31/1901,puuvajim,Daycare,$1079.15
03/03/2044,vakepug,Daycare,$5664.32
04/09/1943,ezegiej,Daycare,$6712.02
08/29/1955,reihpe,Daycare,$5435.24
06/08/1972,nati,Daycare,$3629.80
06/28/1911,gon,Daycare,$4526.11
12/03/2048,obo,Daycare,$2280.44
03/27/1923,to,Daycare,$1256.02
01/10/2040,owiarewo,Daycare,$4615.25
06/10/2024,cawuc,Daycare,$9877.20
12/14/1992,tiptese,Daycare,$5598.22
03/07/2062,lipsied,Daycare,$7436.46
02/16/1980,ewriuf,Daycare,$5444.60
12/02/2013,utnawkuh,Daycare,$2670.14
07/16/1971,rumug,Daycare,$5714.82
05/18/2058,vaw,Daycare,$5889.06
11/02/2005,ajarosa,Daycare,$8286.00
06/11/1903,unibo,Daycare,$96.08
05/21/1974,bojkedam,Daycare,$4985.88
01/07/2034,tohos,Daycare,$6917.41
07/15/1914,uv,Daycare,$1540.62
10/16/1916,ihelalop,Daycare,$4313.59
04/29/1904,hepjivno,Daycare,$9170.94
08/28/1972,wa,Daycare,$1264.64
02/12/2070,hohciw,Daycare,$2143.11
09/26/1997,fij,Daycare,$1070.45
02/28/1924,liw,Daycare,$6675.59
10/16/1995,neba,Daycare,$8000.86
08/02/2004,powfa,Daycare,$3863.17
06/03/1980,oc,Daycare,$5961.51
04/17/1941,nu,Daycare,$3526.47
11/14/1978,puc,Daycare,$4841.38
05/23/1991,daesu,Daycare,$5791.66
01/18/2041,gu,Daycare,$5522.36
05/27/2026,uslap,Daycare,$9693.85
12/10/1901,ezoofoeh,Daycare,$2624.70
02/12/1988,ko,Daycare,$8314.78
02/12/1951,jeruola,Daycare,$5210.38
11/03/1996,mademuer,Daycare,$444.31
03/14/1925,enu,Daycare,$2086.16
10/25/2066,nolic,Daycare,$5039.54
05/20/1919,tuduzo,Daycare,$7832.45
05/19/2023,icha,Daycare,$7157.11
03/13/2006,no,Daycare,$4327.73
03/07/1962,temuc,Daycare,$6929.58
08/10/1970,dorudi,Daycare,$9817.95
03/14/2013,diaztir,Daycare,$7756.75
08/27/1933,gazotmu,Daycare,$2860.31
04/02/2046,ogu,Daycare,$9164.89
01/04/1917,niune,Daycare,$1752.81
11/09/1953,nehewmoz,Daycare,$868.52
05/09/2029,zo,Daycare,$2786.40
12/17/1988,nefhi,Daycare,$9744.06
08/14/2000,dob,Daycare,$1276.00
09/04/1939,ocouza,Daycare,$4774.99
09/01/2038,naj,Daycare,$987.64
12/05/2045,gem,Daycare,$7833.02
09/20/2041,vefuzgo,Daycare,$6533.10
09/11/1980,cibure,Daycare,$3299.87
04/18/1947,sidjuwon,Daycare,$9685.34
07/12/2000,rajjac,Daycare,$7743.09
03/27/1904,vicat,Daycare,$3344.66
09/18/1976,ahu,Daycare,$2015.31
07/29/1956,fi,Daycare,$2653.14
01/13/1912,dup,Daycare,$1113.02
04/10/1974,gunigo,Daycare,$2944.93
06/23/1942,mumih,Daycare,$5361.99
03/05/2018,izuekanog,Daycare,$3320.95
06/16/1977,ugazezit,Daycare,$4332.15
09/08/1972,ananezjob,Daycare,$3940.23
10/27/1959,sadvosu,Daycare,$8274.38
01/14/1968,cib,Daycare,$8379.15
07/24/1912,ef,Daycare,$3332.76
09/29/2015,ufbugiz,Daycare,$1531.02
08/30/1906,ma,Daycare,$7733.79
06/05/2027,givmileh,Daycare,$1943.97
08/10/1914,wejwoj,Daycare,$1876.76
10/28/1924,torfiho,Daycare,$808.71
04/09/1914,him,Daycare,$1405.64
10/30/1999,dupgas,Daycare,$6791.37
04/22/1950,zude,Daycare,$2046.95
09/15/1920,tovikbu,Daycare,$4504.61
10/03/1940,boz,Daycare,$6806.27
05/17/1931,caz,Daycare,$4525.17
01/27/1993,luwlu,Daycare,$2357.05
03/17/2055,uto,Daycare,$1228.33
04/12/2048,vuhveb,Daycare,$7124.11
12/30/1913,wefagtez,Daycare,$3187.86
03/14/2050,kuuf,Daycare,$7088.38
04/05/2036,waijopi,Daycare,$553.65
07/05/1974,wozme,Daycare,$7530.88
10/30/2011,vawer,Daycare,$9592.35
06/09/2062,tezfekwu,Daycare,$7050.13
10/07/1903,boguow,Daycare,$4874.60
04/05/1933,wetegten,Daycare,$6503.32
06/08/1967,jif,Daycare,$15.39
02/15/1953,moci,Daycare,$4466.24
07/06/2032,sawni,Daycare,$7655.29
12/31/2021,rit,Daycare,$6041.71
08/06/2034,zihzuz,Daycare,$2895.99
10/21/1998,kiis,Daycare,$5743.70
10/23/1929,sikekle,Daycare,$5826.15
07/28/2006,ni,Daycare,$8278.57
02/03/1997,mezzu,Daycare,$9274.68
07/12/1976,ik,Daycare,$7413.03
07/23/1962,kehwa,Daycare,$2368.73
09/06/2034,aso,Daycare,$1342.42
05/01/2058,vuv,Daycare,$7422.10
06/27/1917,ce,Daycare,$5647.01
05/06/1959,sufohri,Daycare,$1245.03
08/17/2068,rekomeer,Daycare,$5494.79
05/27/2059,zepjorka,Daycare,$3337.48
02/24/1948,vom,Daycare,$4940.13
10/22/2059,puewu,Daycare,$9001.55
03/25/1941,tur,Daycare,$8720.92
06/06/2066,lonveso,Daycare,$9352.13
06/11/2020,kaasuaw,Daycare,$4264.81
09/25/1938,efazomi,Daycare,$6137.84
04/01/1998,ocbeti,Daycare,$9301.14
11/18/2020,uge,Daycare,$8738.07
02/27/1919,ecija,Daycare,$791.14
10/24/2038,umemvu,Daycare,$6410.37
10/12/1988,sidfe,Daycare,$4162.11
07/19/1949,bivabod,Daycare,$9566.89
07/24/1921,igo,Daycare,$5209.92
04/06/1932,epnaj,Daycare,$1798.62
04/15/2053,cep,Daycare,$68.62
08/06/1952,cu,Daycare,$2923.05
06/16/1931,voudba,Daycare,$3588.91
08/05/1900,segguw,Daycare,$7229.60
07/24/1923,notohwu,Daycare,$2261.12
11/02/2014,hanuwo,Daycare,$4994.00
12/01/1961,vo,Daycare,$9384.62
09/08/1933,kolbum,Daycare,$4054.24
03/02/1979,lag,Daycare,$1918.17
09/02/2000,petnej,Daycare,$8484.24
05/25/2011,vemu,Daycare,$9084.64
06/18/2069,vulowo,Daycare,$9915.49
08/13/1987,rampon,Daycare,$5297.39
01/27/1980,egnedsi,Daycare,$29.40
07/25/2010,zis,Daycare,$6524.62
10/01/1902,zewfom,Daycare,$5347.06
08/23/1963,ujo,Daycare,$225.50
11/20/1913,epujicam,Daycare,$1712.80
10/18/1903,sa,Daycare,$8587.11
08/12/1982,tovi,Daycare,$7566.97
05/11/2068,nupbo,Daycare,$4453.58
04/15/1929,tejeg,Daycare,$3476.64
05/02/2061,ba,Daycare,$317.63
09/24/2056,nibko,Daycare,$2847.73
06/18/2017,umtit,Daycare,$5279.65
04/07/1904,eco,Daycare,$4712.34
11/07/1903,lecala,Daycare,$4489.43
08/11/2007,pa,Daycare,$8874.04
12/17/2050,uw,Daycare,$7811.56
08/22/1980,ke,Daycare,$232.27
04/07/1961,sim,Daycare,$8115.97
04/28/1948,sodsulgah,Daycare,$3839.94
10/30/1988,hage,Daycare,$235.21
06/14/1950,ikaju,Daycare,$3669.48
09/11/1972,maceswok,Daycare,$6771.48
11/12/2014,mubolni,Daycare,$704.17
03/18/1992,veuzowa,Daycare,$9281.44
12/11/1992,ruge,Daycare,$2009.00
07/25/1936,tala,Daycare,$9997.53
06/04/1921,sazde,Daycare,$2159.90
10/03/1911,lo,Daycare,$9535.38
08/25/1981,nurojca,Daycare,$7373.32
06/09/1936,mogco,Daycare,$5822.75
07/10/1998,avumejdi,Daycare,$1609.23
03/07/1922,bajedod,Daycare,$2590.29
02/27/2009,muda,Daycare,$790.52
08/06/1930,dugakowa,Daycare,$8820.54
05/18/1906,is,Daycare,$499.15
07/21/1978,faga,Daycare,$930.54
05/02/1910,woaho,Daycare,$8706.96
04/09/1974,kew,Daycare,$1.28
07/20/1931,aganic,Daycare,$6475.65
12/21/2035,bigjo,Daycare,$7250.61
02/12/1901,ele,Daycare,$5401.12
06/06/1998,alemiowi,Daycare,$1747.91
02/13/1951,ab,Daycare,$9307.61
11/18/1925,zowbog,Daycare,$8807.43
02/16/1931,jumete,Daycare,$8557.28
07/24/2028,hu,Daycare,$6868.15
03/13/1969,mibbapsa,Daycare,$2018.27
04/10/1973,duk,Daycare,$8261.97
02/03/1950,lisatmo,Daycare,$6891.83
08/20/1989,niur,Daycare,$4941.80
08/14/2001,cevhu,Daycare,$6344.67
07/05/2007,bu,Daycare,$6813.98
12/25/2024,zeam,Daycare,$2102.71
06/12/2054,leb,Daycare,$4458.63
07/14/2015,dodnon,Daycare,$6333.27
09/06/2054,nata,Daycare,$4841.70
08/01/1986,gewcoz,Daycare,$5685.95
04/20/2037,het,Daycare,$7420.58
12/28/2041,vilbesid,Daycare,$6174.67
01/13/1912,uzfon,Daycare,$9774.28
06/06/2068,vunejem,Daycare,$7618.34
06/21/2039,re,Daycare,$9749.80
03/15/2040,zokih,Daycare,$5641.27
11/27/2002,josu,Daycare,$6937.96
12/26/1929,rodep,Daycare,$1116.97
09/11/2065,va,Daycare,$8449.59
08/27/2002,etoogiwu,Daycare,$5330.63
05/22/1942,gadka,Daycare,$8398.41
11/10/2044,zamnej,Daycare,$9347.73
09/10/2054,ocu,Daycare,$1909.39
09/12/1965,aji,Daycare,$6933.65
06/14/1973,mof,Daycare,$3455.55
04/27/2044,bege,Daycare,$3353.95
04/23/1930,kuzim,Daycare,$8635.47
11/10/2043,lod,Daycare,$8118.98
01/29/1993,fut,Daycare,$2393.34
03/26/1934,ep,Daycare,$7399.47
03/16/1964,sal,Daycare,$5732.73
10/08/1968,sutci,Daycare,$6646.83
04/15/1904,wadbuew,Daycare,$6419.63
01/02/1942,koecaub,Daycare,$1834.38
08/16/1920,zi,Daycare,$6351.05
04/08/1997,mu,Daycare,$8209.45
03/09/2018,bu,Daycare,$8272.67
03/05/2038,bek,Daycare,$1640.48
07/14/1999,icoadegak,Daycare,$1746.36
04/24/2010,sollusuh,Daycare,$829.49
11/13/2038,totuhif,Daycare,$2758.26
11/14/2021,zuopulaw,Daycare,$2460.03
12/30/1970,ul,Daycare,$8347.98
11/24/1956,jih,Daycare,$1786.27
11/27/1946,uncisafa,Daycare,$1779.20
05/16/1990,va,Daycare,$890.26
09/04/2007,nivfoil,Daycare,$1478.71
12/29/2038,geaf,Daycare,$6697.14
10/23/1951,sotmos,Daycare,$2522.38
03/30/1960,kudu,Daycare,$7547.19
04/16/2040,izuohiham,Daycare,$3233.87
05/23/1914,kojosacu,Daycare,$4647.55
07/02/1977,hivikopi,Daycare,$9344.67
11/15/1964,ke,Daycare,$838.86
05/11/1961,goava,Daycare,$8530.73
11/27/1908,meegrel,Daycare,$9229.75
12/18/1979,kes,Daycare,$6417.03
02/02/2045,zadsij,Daycare,$6132.32
05/11/1974,huggin,Daycare,$2409.72
11/23/1973,zuj,Daycare,$305.36
01/09/2027,cejeh,Daycare,$5750.48
12/05/1959,wik,Daycare,$5023.48
06/27/2058,oswejka,Daycare,$6737.06
12/07/2023,ge,Daycare,$9734.87
04/29/2004,zagido,Daycare,$3729.90
04/12/2017,mo,Daycare,$734.57
03/09/2009,silaoza,Daycare,$9564.68
02/16/1935,fa,Daycare,$7064.84
01/24/1967,larwi,Daycare,$871.58
10/07/2035,uthej,Daycare,$4104.39
01/05/2030,bejav,Daycare,$3516.42
06/29/1929,idiko,Daycare,$4633.91
03/07/1915,lim,Daycare,$9667.31
11/11/1935,jipa,Daycare,$3677.31
01/22/1911,woge,Daycare,$6075.45
12/22/2060,azo,Daycare,$5744.65
02/11/1951,welaka,Daycare,$2490.74
06/10/1988,gicilda,Daycare,$8596.48
08/10/1974,nej,Daycare,$2158.28
02/23/1901,ku,Daycare,$2737.66
01/27/2060,pace,Daycare,$968.69
10/15/2038,binfot,Daycare,$1473.22
04/05/1929,haace,Daycare,$9305.97
04/24/1939,uca,Daycare,$2543.70
09/26/1975,jejov,Daycare,$7350.06
02/23/1983,dod,Daycare,$7262.20
09/17/1904,cen,Daycare,$8561.49
01/07/1921,ilsapil,Daycare,$2899.07
04/20/2047,powi,Daycare,$3848.59
02/11/2052,umu,Daycare,$9185.97
09/25/1959,kalbuzub,Daycare,$6031.63
03/07/1942,havaw,Daycare,$1922.64
03/14/1943,iw,Daycare,$7138.83
01/11/2037,sab,Daycare,$8285.50
10/06/2012,ewirekef,Daycare,$7097.89
10/26/2049,sanpuv,Daycare,$13.14
09/04/1982,ere,Daycare,$9459.24
05/03/1985,ca,Daycare,$3887.84
07/21/2004,kagwabu,Daycare,$7161.96
10/12/1976,idikurzi,Daycare,$4999.75
03/28/1981,rafhi,Daycare,$5851.07
11/06/2040,cokihipot,Daycare,$7870.63
05/12/2043,pos,Daycare,$6402.29
11/10/1910,roatujib,Daycare,$9937.37
02/19/2052,elnukup,Daycare,$3680.02
05/22/1985,tibla,Daycare,$9191.50
08/02/1937,hevnati,Daycare,$3023.23
02/01/1961,megtetat,Daycare,$1094.55
07/18/2001,leaf,Daycare,$5833.65
04/23/2058,bifewe,Daycare,$1196.02
09/04/1934,ucokit,Daycare,$533.71
02/21/1954,noen,Daycare,$6000.48
08/10/1967,iladar,Daycare,$7402.74
09/18/1943,dudtijew,Daycare,$8240.73
07/03/1992,datriob,Daycare,$5100.35
09/24/1920,ecu,Daycare,$1441.04
02/22/2000,lewpur,Daycare,$4269.17
12/15/1917,cupen,Daycare,$7549.14
05/04/1903,con,Daycare,$5126.68
01/24/1994,zeron,Daycare,$5871.01
11/26/1930,fek,Daycare,$6547.57
07/20/1918,ladfat,Daycare,$6412.44
03/06/2067,cukdoszaw,Daycare,$8462.27
02/07/2057,geanvat,Daycare,$2453.71
01/10/2025,ukjov,Daycare,$8701.51
09/20/1985,hedeiri,Daycare,$8142.71
09/04/1961,mumimnev,Daycare,$1097.50
05/28/2062,eno,Daycare,$209.40
04/29/2031,se,Daycare,$201.24
10/08/2031,velbi,Daycare,$7624.75
09/08/1977,fumto,Daycare,$5636.09
08/26/2062,jiblen,Daycare,$4212.88
10/17/1907,ec,Daycare,$7725.32
02/07/1932,vuk,Daycare,$2599.08
09/11/2000,ne,Daycare,$454.02
05/07/2030,dufeoz,Daycare,$833.98
07/22/1900,fanjowbo,Daycare,$5864.01
11/06/2019,iri,Daycare,$8279.64
02/10/2047,get,Daycare,$4257.46
12/03/1975,ibotbe,Daycare,$7169.40
05/06/2040,zu,Daycare,$5022.50
07/07/1986,wu,Daycare,$5415.59
02/27/2039,re,Daycare,$7329.07
07/29/1926,ko,Daycare,$7223.74
11/18/1976,fa,Daycare,$7850.15
09/18/2060,juw,Daycare,$8412.57
11/01/1984,tenoci,Daycare,$6144.48
03/02/1903,tapa,Daycare,$8701.35
06/30/1993,gulotova,Daycare,$8716.61
07/24/2005,kuzfa,Daycare,$5933.47
12/20/1947,ozewiuz,Daycare,$1075.46
08/02/2030,gerirwov,Daycare,$5350.75
06/25/2059,gadaf,Daycare,$8267.51
03/06/1973,bogew,Daycare,$9360.59
07/27/2033,vibu,Daycare,$7670.66
06/08/1992,obi,Daycare,$759.20
10/17/2047,to,Daycare,$2343.25
06/17/2068,soj,Daycare,$3258.90
12/23/2052,ovualtu,Daycare,$2831.50
10/08/2056,hidogla,Daycare,$8281.69
12/10/1915,mujtok,Daycare,$5607.41
10/18/1926,tah,Daycare,$5937.80
03/20/1907,dan,Daycare,$1685.92
08/20/1973,gefibeb,Daycare,$6691.57
02/07/2034,hubjuzeb,Daycare,$4116.56
01/01/2014,ap,Daycare,$5066.43
02/21/2016,teciz,Daycare,$4668.54
03/16/1954,lid,Daycare,$3838.19
08/04/2065,wuzeshiw,Daycare,$4781.11
08/19/2062,ehre,Daycare,$1163.67
09/05/1978,pilehga,Daycare,$8562.95
03/09/2033,cibhezo,Daycare,$8968.22
05/30/2017,kace,Daycare,$8217.57
10/07/1938,gagi,Daycare,$5011.37
05/04/1983,inabuk,Daycare,$6641.16
10/09/2025,ozudigi,Daycare,$7697.13
04/16/1949,cojwo,Daycare,$7047.19
12/18/1997,bome,Daycare,$8761.32
12/31/1990,gaka,Daycare,$9157.94
12/09/1990,rengouk,Daycare,$4873.99
01/28/2003,ed,Daycare,$4601.79
12/11/2049,gabawes,Daycare,$784.25
02/11/2069,piz,Daycare,$2201.71
06/02/2002,san,Daycare,$5934.43
11/06/1929,lu,Daycare,$4634.31
08/11/1962,ettekuk,Daycare,$4504.24
01/29/2050,ave,Daycare,$4714.51
06/24/1992,ejjut,Daycare,$486.50
01/01/1981,dafjehol,Daycare,$6119.60
01/17/1959,napsa,Daycare,$150.72
07/18/2003,didvuj,Daycare,$5693.25
04/17/1975,rewtakava,Daycare,$8348.71
03/26/2058,dah,Daycare,$2054.61
12/02/2029,hesat,Daycare,$4131.84
09/04/2020,sot,Daycare,$5898.43
11/10/2054,suf,Daycare,$1972.57
02/07/2045,zabvejbib,Daycare,$3298.47
07/04/1930,migfalib,Daycare,$1904.99
04/14/2022,givige,Daycare,$578.45
02/09/1911,celoti,Daycare,$7867.02
03/31/1958,ca,Daycare,$9851.20
09/14/2041,ukoba,Daycare,$5555.47
11/02/2062,sesad,Daycare,$985.04
08/14/2026,ju,Daycare,$624.39
02/21/1996,fir,Daycare,$1439.74
05/21/2059,ud,Daycare,$6608.55
08/20/2009,tickidlo,Daycare,$9208.25
06/07/1942,aje,Daycare,$7466.93
05/10/1909,losnej,Daycare,$9196.32
12/01/2000,tujfi,Daycare,$3988.09
10/01/1981,nuv,Daycare,$4086.50
08/20/2001,rusenu,Daycare,$6575.89
10/10/1912,uk,Daycare,$652.24
07/11/1963,di,Daycare,$1637.46
10/03/2068,ibpefhip,Daycare,$6860.94
07/28/1955,darvicis,Daycare,$2024.03
02/12/1953,zufceb,Daycare,$1750.95
07/09/2026,lego,Daycare,$7353.27
03/11/1996,boli,Daycare,$6091.44
02/20/1947,kibe,Daycare,$4826.92
01/25/1961,me,Daycare,$9514.77
01/08/2060,hepuzouha,Daycare,$7871.02
01/07/2064,uhu,Daycare,$1018.15
03/07/2049,situvol,Daycare,$9515.59
01/18/1951,bowijeso,Daycare,$461.14
10/17/2040,maot,Daycare,$9851.16
11/23/1910,tugahmo,Daycare,$2463.11
07/07/1914,lokbif,Daycare,$9300.97
