Date,Description,Category,Amount
08/28/1916,jugojiog,Daycare,$2485.00
01/17/1983,jel,Daycare,$5483.30
11/24/1931,pi,Daycare,$9582.55
05/16/1999,biubna,Daycare,$1348.72
01/11/2005,nurimufek,Daycare,$2730.52
06/12/1913,ijte,Daycare,$3343.87
02/20/1952,wepimewaf,Daycare,$194.29
05/25/1935,fuwhohni,Daycare,$4672.02
09/17/1927,hi,Daycare,$6105.44
08/05/2021,ga,Daycare,$8635.06
01/26/2046,zoza,Daycare,$4620.03
08/03/1995,li,Daycare,$8484.06
05/09/1942,cuihufi,Daycare,$9166.90
02/03/1999,ci,Daycare,$5103.08
09/02/1933,vihepnuw,Daycare,$1842.00
11/17/2058,zijpac,Daycare,$3216.05
07/31/1903,heta,Daycare,$3327.91
07/14/2049,apuhomjan,Daycare,$1155.77
09/28/1941,tapotwoc,Daycare,$974.17
02/08/1916,ucupu,Daycare,$4276.92
01/31/2026,awe,Daycare,$8422.10
07/19/1950,gusgegen,Daycare,$3289.82
09/07/1940,im,Daycare,$5384.40
05/06/1944,cilbel,Daycare,$4390.19
09/28/1910,tahoz,Daycare,$3867.63
06/13/2062,dehejog,Daycare,$8391.60
05/02/2070,naguditib,Daycare,$7258.64
01/17/1960,lugun,Daycare,$2073.62
06/17/1961,cer,Daycare,$4328.12
09/06/2006,hed,Daycare,$8937.58
06/16/1990,iceva,Daycare,$6534.53
12/26/2038,vuzus,Daycare,$8055.25
09/16/1910,vo,Daycare,$2066.36
09/02/1913,oksoz,Daycare,$5280.11
06/07/2009,kaffa,Daycare,$7198.45
07/04/1906,imfuvhih,Daycare,$7243.37
10/15/1990,ehinahen,Daycare,$1556.76
01/07/1947,vodge,Daycare,$8129.99
09/21/2042,sowlajzi,Daycare,$728.35
11/16/1982,sori,Daycare,$3913.16
12/13/1907,na,Daycare,$6716.64
10/11/1905,logu,Daycare,$3254.03
04/08/1922,sazlelkal,Daycare,$1435.22
02/14/1961,ifoicij,Daycare,$821.08
10/06/2018,artak,Daycare,$2347.11
08/20/2032,fe,Daycare,$2935.59
09/01/1984,hepowo,Daycare,$797.24
12/17/1999,worfusef,Daycare,$3564.72
10/27/1959,bodefdej,Daycare,$2758.52
03/05/2063,gope,Daycare,$7665.15
09/15/1977,esugo,Daycare,$9555.39
12/23/1916,gumrum,Daycare,$8188.40
04/03/2011,laapovu,Daycare,$9393.13
06/19/1907,zamgu,Daycare,$386.37
11/11/1949,zohuz,Daycare,$1442.73
01/14/1972,nu,Daycare,$138.12
01/14/1938,vedvukve,Daycare,$3736.06
07/12/1988,lema,Daycare,$7241.00
08/29/2053,ubocok,Daycare,$4285.97
01/13/1956,erone,Daycare,$1443.60
08/22/1902,buvuz,Daycare,$1173.10
02/27/2019,dehec,Daycare,$8045.93
08/18/1950,ofokuz,Daycare,$2393.12
04/20/1915,tis,Daycare,$790.20
08/06/2050,goj,Daycare,$806.52
05/13/2050,ezoivifim,Daycare,$2380.23
06/05/2045,pugage,Daycare,$5305.65
03/31/1928,penew,Daycare,$5608.07
11/05/1980,demalmen,Daycare,$6647.65
10/25/1934,zi,Daycare,$9557.52
02/03/1912,cubu,Daycare,$5182.21
09/13/1985,ukemdi,Daycare,$8786.54
12/23/1987,da,Daycare,$5580.40
08/23/2060,ocva,Daycare,$5234.42
09/09/2031,lokpiehu,Daycare,$256.83
09/10/2008,lenade,Daycare,$8451.09
08/24/1910,cub,Daycare,$9842.11
08/19/1917,udkaac,Daycare,$8808.67
02/23/2022,poz,Daycare,$8745.76
04/25/1992,futosu,Daycare,$3717.50
08/13/1900,tonap,Daycare,$7829.40
01/11/1948,koh,Daycare,$107.52
05/28/2052,egliso,Daycare,$2947.98
05/10/2013,dupekef,Daycare,$635.55
02/23/1924,ted,Daycare,$3631.04
09/14/1986,polgece,Daycare,$4991.50
11/16/1966,ocuavmu,Daycare,$1064.19
10/21/2060,zelegfo,Daycare,$3265.01
02/15/1936,vobpegcus,Daycare,$3478.50
04/02/2069,cujiv,Daycare,$5931.90
02/05/2037,ekopirmid,Daycare,$3200.03
08/15/2015,azaciffac,Daycare,$4063.27
10/04/1930,vuj,Daycare,$4920.33
07/21/2026,wod,Daycare,$1740.79
06/17/1996,hormafmi,Daycare,$586.15
01/11/1929,eg,Daycare,$8425.68
08/13/1948,bukbocok,Daycare,$7799.24
04/26/2008,on,Daycare,$4707.10
12/06/1939,ebi,Daycare,$1013.87
09/10/1960,purkinre,Daycare,$8114.42
04/06/2014,jos,Daycare,$5699.23
09/22/2058,fow,Daycare,$8914.81
04/16/1994,uf,Daycare,$9731.74
06/25/1906,niilicor,Daycare,$468.96
01/05/2069,rawucof,Daycare,$4545.79
03/01/2064,riszumo,Daycare,$2422.08
12/06/1955,hieh,Daycare,$8246.95
10/19/2049,defici,Daycare,$2753.78
07/31/1953,hewkikjid,Daycare,$4362.68
11/09/1952,tuif,Daycare,$5177.87
07/06/2050,damvagbe,Daycare,$7383.83
05/17/2061,ce,Daycare,$982.15
02/01/1975,er,Daycare,$5540.26
06/14/2064,en,Daycare,$4460.79
02/02/2035,liozeval,Daycare,$5736.96
12/14/1963,errinam,Daycare,$4354.48
12/16/1964,dofzilna,Daycare,$9490.87
09/18/2060,tomir,Daycare,$3434.49
09/05/1942,hed,Daycare,$265.40
10/06/2025,fezcen,Daycare,$2200.46
07/05/1939,gujwu,Daycare,$3039.97
06/27/1923,zouco,Daycare,$8817.87
03/28/1918,razmij,Daycare,$8669.25
08/24/2026,fu,Daycare,$9272.71
06/13/1984,low,Daycare,$1264.80
05/05/2017,bipum,Daycare,$8247.64
12/07/2028,mud,Daycare,$7346.22
02/13/1906,siociwek,Daycare,$2154.02
01/13/1953,ne,Daycare,$9469.59
06/22/1971,kek,Daycare,$4775.44
10/06/1963,pec,Daycare,$9855.59
04/30/1972,ze,Daycare,$7375.22
11/25/2016,juovi,Daycare,$1105.27
06/12/2070,lusada,Daycare,$7906.33
09/19/1956,zegu,Daycare,$9324.47
04/02/1952,dab,Daycare,$3348.22
11/22/2032,mupedi,Daycare,$1607.53
08/16/2036,miacajov,Daycare,$490.30
09/15/1940,war,Daycare,$2607.65
02/03/1995,sobucobu,Daycare,$9664.80
07/21/1988,zi,Daycare,$1737.29
08/15/2025,getom,Daycare,$9287.55
05/29/1918,citje,Daycare,$1220.96
09/12/2005,gevgubfi,Daycare,$7931.94
09/21/2016,gir,Daycare,$6839.10
01/03/1937,wohgu,Daycare,$9280.48
08/17/1982,ibga,Daycare,$4475.86
08/07/1916,locuwodaz,Daycare,$861.16
11/19/1998,cul,Daycare,$2451.46
04/21/1902,zososjis,Daycare,$3040.30
10/13/1972,hij,Daycare,$2276.50
06/28/2025,escu,Daycare,$6697.97
09/21/2004,ma,Daycare,$7940.56
06/20/2035,giske,Daycare,$7500.21
10/04/2047,ak,Daycare,$3311.22
06/22/2060,uro,Daycare,$6358.91
03/25/1905,uvahume,Daycare,$3460.75
08/21/2019,ca,Daycare,$9662.10
04/17/2061,fuhekdeh,Daycare,$8645.14
04/02/2056,pe,Daycare,$2420.01
12/03/1937,uzovalil,Daycare,$1279.92
11/04/1954,kur,Daycare,$9880.82
03/15/1943,muwpa,Daycare,$1079.12
11/17/2070,fahat,Daycare,$362.65
12/25/2056,zuidgo,Daycare,$1817.16
12/12/1925,femgohet,Daycare,$5040.24
04/23/1964,bi,Daycare,$324.34
02/19/1915,ive,Daycare,$9083.77
03/06/2029,vufafon,Daycare,$6416.06
10/27/1987,sivmiro,Daycare,$9742.20
10/07/2047,mekuwde,Daycare,$5700.80
04/08/2025,ar,Daycare,$6075.47
01/13/1986,ciku,Daycare,$9304.85
10/12/2029,metguhwif,Daycare,$9137.68
02/13/1952,hofufip,Daycare,$1047.81
09/03/2019,af,Daycare,$2701.11
01/17/1939,ivali,Daycare,$872.67
02/28/2039,nol,Daycare,$8160.12
02/09/1904,car,Daycare,$8832.39
12/20/2010,gizas,Daycare,$7435.91
05/11/1916,nucali,Daycare,$4835.52
03/14/1998,sufu,Daycare,$8022.46
06/05/2010,jez,Daycare,$3620.84
04/03/1998,kepavja,Daycare,$4541.18
09/16/1980,maghip,Daycare,$286.74
06/10/1955,tacrepku,Daycare,$6554.78
02/26/2065,vemre,Daycare,$176.96
05/11/2039,buvkausu,Daycare,$9124.16
12/10/1924,fevnoubu,Daycare,$8200.14
11/11/2021,edulenfa,Daycare,$6782.16
11/05/1929,om,Daycare,$6618.71
10/24/1916,gigacema,Daycare,$792.81
06/13/1926,janeca,Daycare,$8184.32
10/16/2065,vub,Daycare,$9743.95
06/03/1959,taka,Daycare,$2571.31
09/30/2051,wijifla,Daycare,$5965.54
02/09/2007,fus,Daycare,$6393.89
01/18/2068,biz,Daycare,$8963.63
08/25/1947,dojudas,Daycare,$9101.71
05/04/1907,tahjofub,Daycare,$6325.00
12/11/1954,ru,Daycare,$4333.64
01/19/2040,mud,Daycare,$1977.04
06/20/2039,nuuna,Daycare,$1609.31
05/22/2034,hipir,Daycare,$6281.15
07/05/2016,sipo,Daycare,$75.90
08/06/2048,mifi,Daycare,$8081.15
01/11/2055,cijze,Daycare,$7313.00
11/09/1958,goez,Daycare,$9004.90
10/02/2036,jud,Daycare,$9723.94
02/26/1903,wub,Daycare,$4888.98
10/23/2039,bu,Daycare,$3211.42
07/12/1970,puces,Daycare,$2995.80
03/02/1972,gitniszup,Daycare,$7616.79
06/20/1952,desgo,Daycare,$9950.86
05/16/1958,sunahim,Daycare,$487.32
12/07/1937,falutruz,Daycare,$1746.62
09/16/1996,laaroke,Daycare,$5770.42
02/09/1988,lopon,Daycare,$5356.42
09/03/2049,asaepkoz,Daycare,$93.59
11/17/2024,buwvac,Daycare,$159.43
11/26/2053,hub,Daycare,$9312.63
02/18/1906,nuner,Daycare,$1243.93
12/08/1932,muhvop,Daycare,$2017.66
06/09/1906,uleet,Daycare,$9702.41
04/30/2029,sevo,Daycare,$810.44
01/25/2008,ripmejko,Daycare,$2801.98
12/11/1964,adli,Daycare,$7592.39
10/15/2010,seoz,Daycare,$7472.99
01/03/2020,uda,Daycare,$7749.48
03/29/2033,fen,Daycare,$4178.63
09/30/1953,tazhe,Daycare,$9499.50
09/28/2069,neradsi,Daycare,$7005.01
03/23/2046,ipekezuh,Daycare,$5039.44
07/23/1956,ebi,Daycare,$3218.48
07/22/1975,sovaboula,Daycare,$3585.86
05/02/1972,ow,Daycare,$4327.01
02/21/2063,hevopa,Daycare,$7498.55
09/24/1935,zuv,Daycare,$7121.01
11/24/1919,imere,Daycare,$2304.32
08/03/2005,pos,Daycare,$8836.37
08/08/1968,gog,Daycare,$3652.65
11/14/2008,oduzogez,Daycare,$5402.51
05/29/2030,vamjulig,Daycare,$2869.25
08/08/2047,fasat,Daycare,$2802.64
01/21/1989,kapsudba,Daycare,$5221.62
03/21/1945,zupsehde,Daycare,$9007.20
03/20/1915,jejipe,Daycare,$7484.83
07/07/1960,ad,Daycare,$4764.89
07/07/2043,zerakuce,Daycare,$6995.79
05/14/1914,bo,Daycare,$3740.63
08/02/1981,ovtas,Daycare,$1011.10
02/09/2070,gap,Daycare,$4009.22
03/07/1996,toci,Daycare,$2690.79
07/02/1967,ev,Daycare,$5577.00
03/26/1970,epuoso,Daycare,$5464.42
05/10/2043,ku,Daycare,$1433.41
08/25/1931,makpucam,Daycare,$1234.85
09/29/2044,jarof,Daycare,$9018.10
01/01/1949,mek,Daycare,$4799.06
08/14/1906,cerkaguz,Daycare,$1144.41
05/19/1928,hi,Daycare,$266.52
09/22/2022,tuuseha,Daycare,$191.38
03/29/1952,higbas,Daycare,$5435.94
11/13/2006,zemuf,Daycare,$8975.51
02/03/1950,si,Daycare,$1617.15
01/29/1981,ikafak,Daycare,$7868.15
03/01/1929,migob,Daycare,$9348.13
11/11/1928,gurda,Daycare,$6509.97
11/20/1990,gofej,Daycare,$4833.54
11/27/1927,sog,Daycare,$1620.53
08/02/2021,ozofig,Daycare,$8362.37
06/13/1984,hocji,Daycare,$9864.72
07/03/2048,benanon,Daycare,$4455.73
03/17/1981,noad,Daycare,$8924.88
04/29/1966,jezejwe,Daycare,$8940.85
09/22/2049,jo,Daycare,$6418.26
06/27/1949,efgopig,Daycare,$9849.93
12/05/1900,tut,Daycare,$2442.37
11/03/1984,oduhe,Daycare,$9129.51
09/12/1910,ecu,Daycare,$8317.83
05/24/2012,we,Daycare,$8252.57
01/13/2045,pib,Daycare,$1318.04
03/14/1940,vu,Daycare,$4233.36
08/19/1983,nup,Daycare,$1518.21
05/21/2068,fokmuci,Daycare,$5199.77
11/24/2029,fep,Daycare,$8026.47
01/17/1911,azlunit,Daycare,$5397.42
06/21/2017,haco,Daycare,$5933.28
01/01/1994,bu,Daycare,$8475.08
05/05/2025,jeuci,Daycare,$8734.39
12/05/2010,pa,Daycare,$3874.29
12/06/1922,we,Daycare,$4174.23
05/25/1912,ingos,Daycare,$4259.67
02/10/1990,luzzolfo,Daycare,$8597.87
02/02/2061,vevzub,Daycare,$9201.93
04/19/1913,noabvi,Daycare,$8309.85
01/30/2050,fih,Daycare,$2163.80
01/18/1932,iwaed,Daycare,$9459.98
04/13/1962,rioni,Daycare,$3996.19
09/06/1903,usrihiv,Daycare,$3782.06
10/23/1984,lajomake,Daycare,$6364.10
11/18/1900,vutmekdil,Daycare,$5794.34
12/16/1994,su,Daycare,$7219.20
03/18/2031,eg,Daycare,$4510.95
01/20/1981,gotalehu,Daycare,$228.81
05/02/1972,cewule,Daycare,$163.23
01/09/2044,zuzo,Daycare,$9650.16
01/18/2050,sezivuefu,Daycare,$3952.12
05/05/2022,ud,Daycare,$5978.77
01/22/2070,lautelu,Daycare,$722.12
05/31/1949,vibcaire,Daycare,$7636.69
11/30/2050,ja,Daycare,$6991.93
02/21/2020,bave,Daycare,$7993.04
10/11/1944,ogoro,Daycare,$2123.00
07/17/2003,mat,Daycare,$3292.97
03/09/1912,guviv,Daycare,$5447.66
06/16/1978,ogba,Daycare,$7534.32
04/14/1977,kiicjo,Daycare,$3963.73
11/04/1947,addamisu,Daycare,$2367.08
06/22/1950,wuram,Daycare,$1917.16
05/21/1912,cedubben,Daycare,$7540.99
10/16/1975,pambibur,Daycare,$4759.01
10/21/1996,riwlezi,Daycare,$4605.09
02/20/1998,sam,Daycare,$4516.27
12/04/1910,zekdus,Daycare,$6520.59
12/25/2023,hu,Daycare,$4681.17
10/05/1961,sap,Daycare,$6933.83
03/04/1954,kiv,Daycare,$1520.18
02/09/2039,cumco,Daycare,$1113.10
09/30/2016,gi,Daycare,$3892.11
09/18/1983,jorofipe,Daycare,$2436.61
12/06/2069,jagihri,Daycare,$3130.67
12/24/2021,joh,Daycare,$8966.27
12/24/1959,guc,Daycare,$4815.32
10/10/1992,atuhof,Daycare,$3305.53
11/20/2001,iripojoc,Daycare,$7185.54
04/27/1959,boecdom,Daycare,$1679.14
08/03/1940,nod,Daycare,$9492.41
04/08/1965,hejsiduh,Daycare,$8656.05
05/13/2005,lot,Daycare,$6515.07
06/09/1989,he,Daycare,$3384.90
12/08/2062,piv,Daycare,$4409.23
05/14/2055,dikropfed,Daycare,$3325.03
02/22/1923,kat,Daycare,$2148.11
02/11/1917,obo,Daycare,$4487.90
12/21/1907,buz,Daycare,$8950.52
02/14/1958,lekhu,Daycare,$3770.07
01/09/1952,pebogwo,Daycare,$189.72
06/28/1940,diboc,Daycare,$1488.64
10/02/1968,joufcu,Daycare,$818.23
10/10/1908,jiohodew,Daycare,$653.11
03/16/1982,fi,Daycare,$2191.79
12/04/2054,nov,Daycare,$6690.22
07/24/2019,hizut,Daycare,$9301.57
01/07/2053,fojod,Daycare,$5673.58
04/16/2049,pugjodge,Daycare,$7696.43
05/22/1959,bumadwi,Daycare,$4485.61
10/28/1995,ubuafnoh,Daycare,$1282.56
03/15/2064,alolihaw,Daycare,$2026.80
06/08/2034,acrad,Daycare,$8240.61
01/23/2060,cad,Daycare,$5541.60
01/26/1907,jof,Daycare,$8695.49
12/28/1922,fam,Daycare,$2799.98
12/03/1919,zehukjas,Daycare,$7007.27
02/25/2055,wugratriv,Daycare,$6033.92
11/11/1955,mul,Daycare,$4267.16
09/01/1964,ukhi,Daycare,$5119.08
07/14/2004,ma,Daycare,$2475.43
09/10/1939,lovehi,Daycare,$8529.23
03/19/2034,ip,Daycare,$126.47
06/15/1994,cuzfoug,Daycare,$7461.66
01/26/1916,lu,Daycare,$2353.47
10/22/1984,zedvocu,Daycare,$7296.69
01/02/1916,jetvasaja,Daycare,$2403.94
02/21/1970,pec,Daycare,$5112.78
05/10/2064,coswocfes,Daycare,$570.52
04/06/2044,wasba,Daycare,$6035.70
07/07/1980,obiruver,Daycare,$9921.23
09/12/1945,ruj,Daycare,$3060.04
04/12/2031,lemre,Daycare,$576.76
11/27/1989,hifahi,Daycare,$6121.66
02/09/2052,sigoku,Daycare,$2582.27
01/25/1998,aw,Daycare,$3992.65
01/24/1904,mezside,Daycare,$8294.56
04/06/2049,uzki,Daycare,$2913.67
06/08/2061,ovfowudi,Daycare,$418.15
12/04/1916,uje,Daycare,$3031.70
11/11/1925,redvah,Daycare,$5061.04
03/05/1909,ri,Daycare,$322.94
12/30/1988,huma,Daycare,$634.60
01/29/1964,itle,Daycare,$4075.23
03/14/1931,mi,Daycare,$639.17
01/29/2008,siljehzo,Daycare,$1369.25
12/23/2011,wuhe,Daycare,$8667.63
07/05/2069,heuh,Daycare,$2391.69
06/13/2019,acuudi,Daycare,$1108.85
11/06/1902,balbavne,Daycare,$8066.92
02/05/1928,zug,Daycare,$1786.72
03/02/1954,uguta,Daycare,$759.37
05/15/1906,ec,Daycare,$4375.77
02/16/2038,ped,Daycare,$9080.26
11/10/1918,zonleun,Daycare,$7021.44
08/04/1997,ogupta,Daycare,$732.12
12/05/2061,ru,Daycare,$7901.04
04/17/1959,kifa,Daycare,$2787.69
08/20/2023,ib,Daycare,$8128.32
09/05/1972,begokel,Daycare,$1627.24
04/06/2014,wuv,Daycare,$4431.57
06/14/2005,mekol,Daycare,$2100.44
08/09/2066,daj,Daycare,$299.37
12/02/1908,fem,Daycare,$7725.61
07/04/2000,cu,Daycare,$9853.47
04/29/2046,ni,Daycare,$9756.10
06/27/2007,iduivti,Daycare,$973.82
07/14/1905,oh,Daycare,$588.97
09/21/1903,pa,Daycare,$5075.32
06/12/1938,egubi,Daycare,$4382.84
09/06/1942,ja,Daycare,$5029.41
11/21/2010,za,Daycare,$4088.93
02/17/1956,fivho,Daycare,$292.57
11/27/2010,lo,Daycare,$1542.67
04/07/1900,akriciv,Daycare,$6963.39
05/22/2011,ne,Daycare,$4053.44
02/24/2066,navke,Daycare,$989.15
02/19/2028,fadjuehi,Daycare,$1874.45
07/09/2040,licol,Daycare,$874.95
12/19/1990,hiuri,Daycare,$4629.05
08/30/1932,nori,Daycare,$5545.13
06/18/1902,lig,Daycare,$4657.47
05/14/2014,pul,Daycare,$1746.24
02/19/2051,hucfac,Daycare,$2190.89
06/19/1980,ov,Daycare,$1971.28
04/16/1904,sutfu,Daycare,$5509.59
03/28/2000,tewfo,Daycare,$5329.58
07/11/1984,oznoja,Daycare,$7099.57
02/02/1950,owigij,Daycare,$6267.52
04/18/1930,redic,Daycare,$7749.01
05/20/2062,ofnur,Daycare,$5880.44
10/28/2016,nualais,Daycare,$3530.78
12/22/1938,iwge,Daycare,$6542.28
08/21/1916,ekihirej,Daycare,$9804.05
09/07/1960,nug,Daycare,$3907.92
01/26/2004,werjecbel,Daycare,$6077.03
10/18/2016,valaden,Daycare,$4992.05
02/28/2006,gupmorda,Daycare,$322.47
08/11/2030,oroufaja,Daycare,$913.59
10/03/2067,dekkuhu,Daycare,$3925.40
04/19/2003,mukuw,Daycare,$2398.25
05/02/1922,vafe,Daycare,$8905.34
07/20/1956,wefafne,Daycare,$941.10
11/15/2068,zi,Daycare,$3825.30
03/13/1901,vulmupef,Daycare,$8421.36
05/16/2058,zuda,Daycare,$7626.59
06/29/1901,utaideocu,Daycare,$7594.00
03/14/1990,wo,Daycare,$9662.70
06/10/1916,lefzuova,Daycare,$8589.32
06/18/2016,go,Daycare,$9167.06
02/20/1915,raz,Daycare,$4025.58
03/30/2022,seogola,Daycare,$6655.91
12/15/2000,nen,Daycare,$7065.04
03/29/1922,jodra,Daycare,$2058.49
02/25/1908,japuciw,Daycare,$6916.85
11/09/2066,tu,Daycare,$3659.22
08/28/1919,fojfukije,Daycare,$7552.09
12/17/2058,boiju,Daycare,$6187.65
01/04/1934,lehuvotic,Daycare,$8266.20
02/23/2046,nam,Daycare,$9409.15
05/12/1961,nuwif,Daycare,$6035.82
09/28/2008,weka,Daycare,$8199.34
05/06/1928,zozfan,Daycare,$894.28
12/10/2030,dac,Daycare,$1388.77
02/11/1933,eregor,Daycare,$9802.54
03/08/1977,mijubopo,Daycare,$7819.43
04/16/1968,duhsof,Daycare,$3479.42
12/08/2054,ruteh,Daycare,$111.56
11/22/1950,edfu,Daycare,$2331.34
01/11/1918,lejba,Daycare,$4648.04
10/25/1939,juwop,Daycare,$9355.04
04/24/2012,mawi,Daycare,$6028.57
04/30/1957,leziewo,Daycare,$3242.30
12/31/1991,hi,Daycare,$5858.18
06/25/1934,waf,Daycare,$8992.98
09/13/1979,jumewehe,Daycare,$3715.19
08/30/1931,vug,Daycare,$8506.20
05/23/2046,lafob,Daycare,$9863.48
07/09/2020,bosafaw,Daycare,$1312.01
07/05/2005,bava,Daycare,$9679.77
12/02/1932,tukvac,Daycare,$8960.50
10/10/1961,opi,Daycare,$1939.99
02/01/2019,re,Daycare,$8015.85
02/15/1938,im,Daycare,$8235.91
08/22/1943,gozfik,Daycare,$4668.26
05/28/1914,pualigok,Daycare,$706.66
03/12/1976,vubgo,Daycare,$5997.55
05/30/1972,beura,Daycare,$416.92
08/04/1919,boukrok,Daycare,$7738.01
07/19/2019,wic,Daycare,$1867.30
07/06/1967,gosizib,Daycare,$9478.22
08/24/1911,miop,Daycare,$9575.67
07/09/2022,da,Daycare,$8545.20
12/30/2044,bizpokbas,Daycare,$9703.14
02/08/1945,guri,Daycare,$8577.04
03/01/2055,vevtuba,Daycare,$6727.58
11/02/2061,cupjopu,Daycare,$7628.60
08/01/2068,soic,Daycare,$6736.35
03/16/2050,pudno,Daycare,$9418.90
06/25/2034,jero,Daycare,$5915.80
11/21/2042,vijoda,Daycare,$5449.27
04/25/1903,ha,Daycare,$5029.70
01/04/1916,aw,Daycare,$6369.64
01/04/1965,jocifofe,Daycare,$348.72
07/10/1988,duw,Daycare,$5319.33
06/09/2037,judafre,Daycare,$7619.29
06/23/1963,newecboj,Daycare,$1127.44
02/03/1979,lalida,Daycare,$6618.49
04/04/2039,bogiico,Daycare,$8500.62
05/27/1932,dipvip,Daycare,$3851.20
06/04/1903,gafvu,Daycare,$1778.23
04/09/1927,viukone,Daycare,$550.11
08/21/2008,ura,Daycare,$2075.86
07/16/1975,din,Daycare,$5418.90
08/11/1905,ifwan,Daycare,$6190.87
08/10/1921,joog,Daycare,$2808.87
03/08/1971,vujaig,Daycare,$1.38
12/29/2058,lukose,Daycare,$264.51
09/12/1987,lonuon,Daycare,$2898.63
03/15/1949,docej,Daycare,$8592.72
09/30/1998,pu,Daycare,$5351.73
06/11/2011,zedwarwi,Daycare,$4092.24
04/12/2002,ideufe,Daycare,$5872.59
10/21/1934,igotadho,Daycare,$3709.72
08/16/2041,vedanev,Daycare,$3817.16
01/19/1927,setfo,Daycare,$3591.44
07/09/2057,lecoj,Daycare,$7802.75
12/26/2041,panne,Daycare,$5525.83
10/14/1913,bicdaasa,Daycare,$9343.22
12/21/2040,urucuf,Daycare,$707.51
01/12/1980,pu,Daycare,$3333.00
07/29/2036,um,Daycare,$4947.45
11/26/2004,pibzav,Daycare,$6504.82
12/23/1971,aha,Daycare,$2965.02
12/18/1981,enezoj,Daycare,$4001.14
04/09/2033,arnisad,Daycare,$5596.60
01/15/1934,buso,Daycare,$8755.07
02/27/2013,kuszoj,Daycare,$9967.94
05/11/2043,rig,Daycare,$5129.12
06/16/1910,sejo,Daycare,$9721.03
07/14/2050,ozolutu,Daycare,$7451.07
01/08/1996,fidup,Daycare,$1792.62
09/01/1970,lumriso,Daycare,$8721.41
02/17/2048,modutok,Daycare,$7817.67
10/16/1938,hilbi,Daycare,$2042.07
02/06/2060,dihulu,Daycare,$2201.46
07/19/2019,ve,Daycare,$6412.85
10/29/1926,nigfig,Daycare,$7291.36
05/16/2028,bemoz,Daycare,$2645.95
08/01/2011,gimepbaj,Daycare,$7612.62
02/06/2000,siwapete,Daycare,$3653.73
10/02/1916,nobkef,Daycare,$521.04
06/23/1945,imapiwup,Daycare,$8615.10
06/24/1920,ju,Daycare,$6683.82
07/22/2027,agaciw,Daycare,$5525.08
01/13/2052,wud,Daycare,$8109.68
03/16/2000,sap,Daycare,$1988.51
08/20/1905,gi,Daycare,$1447.75
05/05/1958,nalacu,Daycare,$1854.76
08/05/2047,dak,Daycare,$6079.86
01/04/2058,gozkajgu,Daycare,$9297.05
04/10/2034,ogasa,Daycare,$1566.42
02/21/1989,ha,Daycare,$3905.03
01/30/1943,tujpupu,Daycare,$8277.12
10/02/2069,nohuz,Daycare,$4.71
05/12/1972,vietiraj,Daycare,$3925.32
09/22/2003,un,Daycare,$1867.03
12/30/2002,tuim,Daycare,$6112.68
02/15/2004,era,Daycare,$3901.76
09/17/1907,va,Daycare,$2908.48
01/03/1903,midar,Daycare,$4755.28
05/03/1995,ki,Daycare,$1389.13
10/27/1977,eblov,Daycare,$455.68
12/06/2008,jovi,Daycare,$2932.25
01/28/1925,evo,Daycare,$3723.42
05/24/1905,juhorohi,Daycare,$6096.31
11/24/2063,fe,Daycare,$3023.97
03/07/2015,vuen,Daycare,$9949.41
07/23/1908,pogtihe,Daycare,$9992.39
09/30/1984,egjaed,Daycare,$2778.37
04/18/1945,loaju,Daycare,$9717.75
10/12/1972,rozvug,Daycare,$3239.97
04/04/1981,hobnekwaj,Daycare,$7547.68
10/12/2013,fupi,Daycare,$6395.87
05/03/1912,awijog,Daycare,$7668.89
05/23/1921,in,Daycare,$9021.09
06/13/1904,ujjeb,Daycare,$8478.04
06/15/2009,pila,Daycare,$3117.06
07/07/2043,pihgi,Daycare,$2631.47
01/22/1969,kevukhan,Daycare,$696.63
06/01/2008,cemozluj,Daycare,$9579.52
08/05/2063,gafod,Daycare,$5451.78
08/06/1985,sawecwez,Daycare,$8786.45
06/19/1982,capba,Daycare,$4137.91
09/17/1904,ge,Daycare,$8333.51
07/30/1966,walgib,Daycare,$8832.27
06/27/1988,vorip,Daycare,$2522.77
10/16/1994,afa,Daycare,$5502.55
01/17/1971,mo,Daycare,$6120.46
07/01/1957,za,Daycare,$8712.83
08/10/1992,ip,Daycare,$316.91
02/13/2056,finejno,Daycare,$8185.47
06/26/2005,migimim,Daycare,$2587.84
04/21/2045,kug,Daycare,$3931.74
12/06/1906,jiecebo,Daycare,$8460.94
08/03/2037,omuimu,Daycare,$1493.76
04/15/1970,jisam,Daycare,$1665.70
01/04/2005,sowo,Daycare,$5592.90
02/08/2017,bizaj,Daycare,$6401.21
02/03/2034,ti,Daycare,$6945.22
12/30/2039,bideb,Daycare,$8835.12
12/16/2035,kov,Daycare,$3926.03
10/30/2006,asvihpad,Daycare,$9497.38
01/11/1981,isnisu,Daycare,$5947.22
01/29/2015,sewod,Daycare,$953.28
07/01/1911,gafi,Daycare,$1358.47
01/22/1983,kanku,Daycare,$6110.21
06/02/1928,asapegus,Daycare,$8087.06
07/23/2051,rez,Daycare,$5302.60
03/14/1914,roastu,Daycare,$536.38
09/13/1910,izmejat,Daycare,$8337.17
02/28/2014,guzu,Daycare,$2167.28
07/23/2044,bozeled,Daycare,$9484.89
08/26/1985,bugereh,Daycare,$9850.89
